split,row_id,model,y_true,y_pred,residual,abs_residual,squared_residual
test,13764,dummy_regressor,5.2,17.46867828969217,-12.268678289692172,12.268678289692172,150.52046697596404
test,18788,dummy_regressor,40.1,17.46867828969217,22.63132171030783,22.63132171030783,512.1767223554506
test,9025,dummy_regressor,42.1,17.46867828969217,24.63132171030783,24.63132171030783,606.7020091966818
test,3473,dummy_regressor,79.1,17.46867828969217,61.63132171030782,61.63132171030782,3798.4198157594606
test,14967,dummy_regressor,12.5,17.46867828969217,-4.968678289692171,4.968678289692171,24.687763946458322
test,6187,dummy_regressor,83.0,17.46867828969217,65.53132171030782,65.53132171030782,4294.354125099861
test,7662,dummy_regressor,90.0,17.46867828969217,72.53132171030782,72.53132171030782,5260.792629044171
test,44,dummy_regressor,85.0,17.46867828969217,67.53132171030782,67.53132171030782,4560.479411941093
test,8481,dummy_regressor,31.0,17.46867828969217,13.531321710307829,13.531321710307829,183.09666722784797
test,14247,dummy_regressor,5.79,17.46867828969217,-11.678678289692172,11.678678289692172,136.39152659412727
test,2351,dummy_regressor,94.0,17.46867828969217,76.53132171030782,76.53132171030782,5857.043202726633
test,14213,dummy_regressor,0.2,17.46867828969217,-17.268678289692172,17.268678289692172,298.20724987288577
test,2195,dummy_regressor,118.0,17.46867828969217,100.53132171030782,100.53132171030782,10106.546644821408
test,3128,dummy_regressor,77.0,17.46867828969217,59.53132171030783,59.53132171030783,3543.9782645761684
test,5456,dummy_regressor,78.0,17.46867828969217,60.53132171030783,60.53132171030783,3664.040907996784
test,16845,dummy_regressor,1.71,17.46867828969217,-15.75867828969217,15.75867828969217,248.33594143801534
test,6705,dummy_regressor,42.0,17.46867828969217,24.53132171030783,24.53132171030783,601.7857448546202
test,21064,dummy_regressor,8.8,17.46867828969217,-8.66867828969217,8.66867828969217,75.14598329018038
test,16968,dummy_regressor,2.62,17.46867828969217,-14.84867828969217,14.84867828969217,220.4832469507756
test,10180,dummy_regressor,5.08,17.46867828969217,-12.388678289692171,12.388678289692171,153.47934976549013
test,8885,dummy_regressor,81.1,17.46867828969217,63.63132171030782,63.63132171030782,4048.945102600692
test,8743,dummy_regressor,13.0,17.46867828969217,-4.468678289692171,4.468678289692171,19.96908565676615
test,9725,dummy_regressor,4.2,17.46867828969217,-13.268678289692172,13.268678289692172,176.0578235553484
test,11055,dummy_regressor,2.04,17.46867828969217,-15.428678289692172,15.428678289692172,238.04411376681858
test,8604,dummy_regressor,9.03,17.46867828969217,-8.438678289692172,8.438678289692172,71.211291276922
test,15634,dummy_regressor,2.48,17.46867828969217,-14.98867828969217,14.98867828969217,224.66047687188941
test,10978,dummy_regressor,1.63,17.46867828969217,-15.838678289692172,15.838678289692172,250.86372996436614
test,10727,dummy_regressor,1.85,17.46867828969217,-15.618678289692172,15.618678289692172,243.94311151690158
test,17293,dummy_regressor,0.57,17.46867828969217,-16.89867828969217,16.89867828969217,285.5653279385135
test,16785,dummy_regressor,12.5,17.46867828969217,-4.968678289692171,4.968678289692171,24.687763946458322
test,9881,dummy_regressor,90.0,17.46867828969217,72.53132171030782,72.53132171030782,5260.792629044171
test,17237,dummy_regressor,2.0,17.46867828969217,-15.468678289692171,15.468678289692171,239.28000802999392
test,13695,dummy_regressor,13.6,17.46867828969217,-3.8686782896921716,3.8686782896921716,14.966671709135547
test,8377,dummy_regressor,88.0,17.46867828969217,70.53132171030782,70.53132171030782,4974.66734220294
test,15361,dummy_regressor,4.22,17.46867828969217,-13.248678289692172,13.248678289692172,175.5274764237607
test,19618,dummy_regressor,14.9,17.46867828969217,-2.568678289692171,2.568678289692171,6.598108155935896
test,21082,dummy_regressor,5.1,17.46867828969217,-12.368678289692172,12.368678289692172,152.98420263390247
test,14819,dummy_regressor,5.3,17.46867828969217,-12.16867828969217,12.16867828969217,148.07673131802557
test,5916,dummy_regressor,51.9,17.46867828969217,34.43132171030783,34.43132171030783,1185.515914718715
test,7542,dummy_regressor,62.1,17.46867828969217,44.63132171030783,44.63132171030783,1991.954877608995
test,4010,dummy_regressor,36.0,17.46867828969217,18.53132171030783,18.53132171030783,343.4098843309263
test,9561,dummy_regressor,25.7,17.46867828969217,8.231321710307828,8.231321710307828,67.75465709858499
test,20174,dummy_regressor,1.19,17.46867828969217,-16.27867828969217,16.27867828969217,264.9953668592952
test,8197,dummy_regressor,21.96,17.46867828969217,4.49132171030783,4.49132171030783,20.171970705482448
test,15624,dummy_regressor,2.58,17.46867828969217,-14.888678289692171,14.888678289692171,221.67274121395099
test,9978,dummy_regressor,3.26,17.46867828969217,-14.208678289692172,14.208678289692172,201.88653873996967
test,2687,dummy_regressor,26.9,17.46867828969217,9.431321710307827,9.431321710307827,88.94982920332376
test,14001,dummy_regressor,6.9,17.46867828969217,-10.568678289692171,10.568678289692171,111.69696079101062
test,8151,dummy_regressor,73.3,17.46867828969217,55.831321710307826,55.831321710307826,3117.13648391989
test,17106,dummy_regressor,27.7,17.46867828969217,10.231321710307828,10.231321710307828,104.6799439398163
test,18651,dummy_regressor,25.0,17.46867828969217,7.531321710307829,7.531321710307829,56.720806704154036
test,3014,dummy_regressor,84.7,17.46867828969217,67.23132171030784,67.23132171030784,4520.05061891491
test,12787,dummy_regressor,4.9,17.46867828969217,-12.568678289692171,12.568678289692171,157.9716739497793
test,17887,dummy_regressor,38.0,17.46867828969217,20.53132171030783,20.53132171030783,421.53517117215756
test,6586,dummy_regressor,53.8,17.46867828969217,36.331321710307826,36.331321710307826,1319.9649372178847
test,17004,dummy_regressor,2.33,17.46867828969217,-15.138678289692171,15.138678289692171,229.1795803587971
test,19598,dummy_regressor,3.0,17.46867828969217,-14.468678289692171,14.468678289692171,209.34265145060957
test,4197,dummy_regressor,40.87,17.46867828969217,23.401321710307826,23.401321710307826,547.6218577893244
test,19877,dummy_regressor,38.0,17.46867828969217,20.53132171030783,20.53132171030783,421.53517117215756
test,21187,dummy_regressor,1.6,17.46867828969217,-15.868678289692172,15.868678289692172,251.81495066174767
test,3532,dummy_regressor,89.4,17.46867828969217,71.93132171030783,71.93132171030783,5174.1150429918025
test,3437,dummy_regressor,55.0,17.46867828969217,37.53132171030783,37.53132171030783,1408.6001093226237
test,9822,dummy_regressor,4.5,17.46867828969217,-12.968678289692171,12.968678289692171,168.18661658153306
test,15416,dummy_regressor,3.427,17.46867828969217,-14.041678289692172,14.041678289692172,197.16872919121246
test,1827,dummy_regressor,90.9,17.46867828969217,73.43132171030783,73.43132171030783,5392.159008122726
test,18101,dummy_regressor,9.65,17.46867828969217,-7.818678289692171,7.818678289692171,61.13173019770369
test,3050,dummy_regressor,80.0,17.46867828969217,62.53132171030783,62.53132171030783,3910.166194838015
test,18140,dummy_regressor,7.73,17.46867828969217,-9.73867828969217,9.73867828969217,94.84185483012163
test,14106,dummy_regressor,12.2,17.46867828969217,-5.268678289692172,5.268678289692172,27.75897092027363
test,344,dummy_regressor,39.0,17.46867828969217,21.53132171030783,21.53132171030783,463.59781459277326
test,8485,dummy_regressor,69.2,17.46867828969217,51.73132171030783,51.73132171030783,2676.1296458953666
test,744,dummy_regressor,2.0,17.46867828969217,-15.468678289692171,15.468678289692171,239.28000802999392
test,20791,dummy_regressor,1.87,17.46867828969217,-15.59867828969217,15.59867828969217,243.31876438531384
test,15203,dummy_regressor,1.7,17.46867828969217,-15.768678289692172,15.768678289692172,248.65121500380926
test,17800,dummy_regressor,17.4,17.46867828969217,-0.06867828969217271,0.06867828969217271,0.004716707475041997
test,12009,dummy_regressor,4.97,17.46867828969217,-12.498678289692172,12.498678289692172,156.21695898922246
test,9395,dummy_regressor,5.0,17.46867828969217,-12.468678289692171,12.468678289692171,155.46793829184088
test,6409,dummy_regressor,1.82,17.46867828969217,-15.648678289692171,15.648678289692171,244.8811322142831
test,16139,dummy_regressor,11.45,17.46867828969217,-6.018678289692172,6.018678289692172,36.22448835481189
test,17672,dummy_regressor,38.2,17.46867828969217,20.73132171030783,20.73132171030783,429.7876998562808
test,16757,dummy_regressor,0.051,17.46867828969217,-17.417678289692173,17.417678289692173,303.37551700321404
test,14464,dummy_regressor,5.03,17.46867828969217,-12.43867828969217,12.43867828969217,154.72071759445933
test,3926,dummy_regressor,40.9,17.46867828969217,23.431321710307827,23.431321710307827,549.026837091943
test,5721,dummy_regressor,91.0,17.46867828969217,73.53132171030782,73.53132171030782,5406.855272464786
test,19243,dummy_regressor,19.9,17.46867828969217,2.4313217103078273,2.4313217103078273,5.911325259014179
test,1092,dummy_regressor,78.0,17.46867828969217,60.53132171030783,60.53132171030783,3664.040907996784
test,15436,dummy_regressor,3.887,17.46867828969217,-13.58167828969217,13.58167828969217,184.46198516469565
test,9396,dummy_regressor,22.0,17.46867828969217,4.531321710307829,4.531321710307829,20.532876442307067
test,16813,dummy_regressor,13.3,17.46867828969217,-4.168678289692171,4.168678289692171,17.37787868295084
test,474,dummy_regressor,108.0,17.46867828969217,90.53132171030782,90.53132171030782,8195.920210615252
test,16853,dummy_regressor,4.1,17.46867828969217,-13.368678289692172,13.368678289692172,178.7215592132868
test,2480,dummy_regressor,73.5,17.46867828969217,56.03132171030783,56.03132171030783,3139.5090126040136
test,7046,dummy_regressor,70.0,17.46867828969217,52.53132171030783,52.53132171030783,2759.539760631859
test,13181,dummy_regressor,3.6,17.46867828969217,-13.868678289692172,13.868678289692172,192.34023750297897
test,16466,dummy_regressor,4.8,17.46867828969217,-12.66867828969217,12.66867828969217,160.49540960771773
test,19594,dummy_regressor,12.9,17.46867828969217,-4.568678289692171,4.568678289692171,20.87282131470458
test,17797,dummy_regressor,3.23,17.46867828969217,-14.23867828969217,14.23867828969217,202.73995943735116
test,6703,dummy_regressor,70.0,17.46867828969217,52.53132171030783,52.53132171030783,2759.539760631859
test,20792,dummy_regressor,32.0,17.46867828969217,14.531321710307829,14.531321710307829,211.15931064846365
test,8069,dummy_regressor,28.0,17.46867828969217,10.531321710307829,10.531321710307829,110.90873696600102
test,20757,dummy_regressor,13.0,17.46867828969217,-4.468678289692171,4.468678289692171,19.96908565676615
test,1355,dummy_regressor,67.4,17.46867828969217,49.931321710307834,49.931321710307834,2493.1368877382583
test,20001,dummy_regressor,120.0,17.46867828969217,102.53132171030782,102.53132171030782,10512.67193166264
test,3848,dummy_regressor,63.1,17.46867828969217,45.63132171030783,45.63132171030783,2082.217521029611
test,1503,dummy_regressor,52.0,17.46867828969217,34.53132171030783,34.53132171030783,1192.4121790607767
test,5970,dummy_regressor,97.0,17.46867828969217,79.53132171030782,79.53132171030782,6325.231132988481
test,5199,dummy_regressor,94.0,17.46867828969217,76.53132171030782,76.53132171030782,5857.043202726633
test,8799,dummy_regressor,19.0,17.46867828969217,1.5313217103078287,1.5313217103078287,2.3449461804600937
test,16273,dummy_regressor,8.174,17.46867828969217,-9.294678289692172,9.294678289692172,86.391044508875
test,19499,dummy_regressor,7.74,17.46867828969217,-9.728678289692171,9.728678289692171,94.64718126432778
test,20749,dummy_regressor,2.14,17.46867828969217,-15.32867828969217,15.32867828969217,234.9683781088801
test,13993,dummy_regressor,0.2,17.46867828969217,-17.268678289692172,17.268678289692172,298.20724987288577
test,19356,dummy_regressor,27.0,17.46867828969217,9.531321710307829,9.531321710307829,90.84609354538536
test,18460,dummy_regressor,35.2,17.46867828969217,17.73132171030783,17.73132171030783,314.39976959443385
test,5405,dummy_regressor,23.0,17.46867828969217,5.531321710307829,5.531321710307829,30.595519862922725
test,4450,dummy_regressor,13.5,17.46867828969217,-3.9686782896921713,3.9686782896921713,15.750407367073977
test,16677,dummy_regressor,2.16,17.46867828969217,-15.308678289692171,15.308678289692171,234.3556309772924
test,16584,dummy_regressor,11.5,17.46867828969217,-5.968678289692171,5.968678289692171,35.62512052584266
test,2992,dummy_regressor,19.0,17.46867828969217,1.5313217103078287,1.5313217103078287,2.3449461804600937
test,14461,dummy_regressor,6.3,17.46867828969217,-11.16867828969217,11.16867828969217,124.73937473864123
test,19868,dummy_regressor,2.9,17.46867828969217,-14.568678289692171,14.568678289692171,212.246387108548
test,606,dummy_regressor,65.5,17.46867828969217,48.03132171030783,48.03132171030783,2307.007865239088
test,4194,dummy_regressor,80.0,17.46867828969217,62.53132171030783,62.53132171030783,3910.166194838015
test,12932,dummy_regressor,18.1,17.46867828969217,0.6313217103078301,0.6313217103078301,0.3985671019060038
test,7101,dummy_regressor,78.0,17.46867828969217,60.53132171030783,60.53132171030783,3664.040907996784
test,11622,dummy_regressor,1.98,17.46867828969217,-15.48867828969217,15.48867828969217,239.8991551615816
test,1297,dummy_regressor,95.5,17.46867828969217,78.03132171030782,78.03132171030782,6088.887167857557
test,4770,dummy_regressor,24.0,17.46867828969217,6.531321710307829,6.531321710307829,42.65816328353838
test,14920,dummy_regressor,1.49,17.46867828969217,-15.978678289692171,15.978678289692171,255.31815988547993
test,18417,dummy_regressor,2.12,17.46867828969217,-15.34867828969217,15.34867828969217,235.58192524046777
test,7220,dummy_regressor,77.7,17.46867828969217,60.23132171030783,60.23132171030783,3627.8121149705994
test,16741,dummy_regressor,0.1,17.46867828969217,-17.36867828969217,17.36867828969217,301.6709855308241
test,19384,dummy_regressor,6.9,17.46867828969217,-10.568678289692171,10.568678289692171,111.69696079101062
test,10760,dummy_regressor,46.0,17.46867828969217,28.53132171030783,28.53132171030783,814.0363185370828
test,7278,dummy_regressor,58.0,17.46867828969217,40.53132171030783,40.53132171030783,1642.7880395844707
test,19146,dummy_regressor,14.0,17.46867828969217,-3.4686782896921713,3.4686782896921713,12.031729077381806
test,9708,dummy_regressor,0.214,17.46867828969217,-17.254678289692173,17.254678289692173,297.7239228807744
test,21164,dummy_regressor,28.5,17.46867828969217,11.031321710307829,11.031321710307829,121.69005867630884
test,2519,dummy_regressor,51.0,17.46867828969217,33.53132171030783,33.53132171030783,1124.349535640161
test,7738,dummy_regressor,21.0,17.46867828969217,3.5313217103078287,3.5313217103078287,12.470233021691408
test,856,dummy_regressor,38.8,17.46867828969217,21.331321710307826,21.331321710307826,455.02528590865
test,5654,dummy_regressor,107.0,17.46867828969217,89.53132171030782,89.53132171030782,8015.857567194636
test,7786,dummy_regressor,132.0,17.46867828969217,114.53132171030782,114.53132171030782,13117.423652710027
test,9757,dummy_regressor,13.0,17.46867828969217,-4.468678289692171,4.468678289692171,19.96908565676615
test,9010,dummy_regressor,74.5,17.46867828969217,57.03132171030783,57.03132171030783,3252.571656024629
test,1457,dummy_regressor,46.0,17.46867828969217,28.53132171030783,28.53132171030783,814.0363185370828
test,5503,dummy_regressor,80.0,17.46867828969217,62.53132171030783,62.53132171030783,3910.166194838015
test,447,dummy_regressor,85.0,17.46867828969217,67.53132171030782,67.53132171030782,4560.479411941093
test,6421,dummy_regressor,99.0,17.46867828969217,81.53132171030782,81.53132171030782,6647.356419829712
test,7327,dummy_regressor,91.0,17.46867828969217,73.53132171030782,73.53132171030782,5406.855272464786
test,14905,dummy_regressor,8.04,17.46867828969217,-9.428678289692172,9.428678289692172,88.8999742905125
test,12020,dummy_regressor,5.6,17.46867828969217,-11.868678289692172,11.868678289692172,140.8655243442103
test,14739,dummy_regressor,1.3,17.46867828969217,-16.16867828969217,16.16867828969217,261.42615763556296
test,6848,dummy_regressor,21.3,17.46867828969217,3.8313217103078294,3.8313217103078294,14.67902604787611
test,8145,dummy_regressor,26.8,17.46867828969217,9.33132171030783,9.33132171030783,87.07356486126224
test,3242,dummy_regressor,4.7,17.46867828969217,-12.768678289692172,12.768678289692172,163.0391452656562
test,18685,dummy_regressor,12.8,17.46867828969217,-4.668678289692171,4.668678289692171,21.79655697264301
test,20267,dummy_regressor,22.0,17.46867828969217,4.531321710307829,4.531321710307829,20.532876442307067
test,10254,dummy_regressor,4.2,17.46867828969217,-13.268678289692172,13.268678289692172,176.0578235553484
test,12292,dummy_regressor,12.2,17.46867828969217,-5.268678289692172,5.268678289692172,27.75897092027363
test,503,dummy_regressor,36.9,17.46867828969217,19.431321710307827,19.431321710307827,377.5762634094803
test,20710,dummy_regressor,40.0,17.46867828969217,22.53132171030783,22.53132171030783,507.6604580133889
test,19656,dummy_regressor,2.69,17.46867828969217,-14.778678289692172,14.778678289692172,218.40933199021873
test,6223,dummy_regressor,12.0,17.46867828969217,-5.468678289692171,5.468678289692171,29.906442236150493
test,2323,dummy_regressor,71.0,17.46867828969217,53.53132171030783,53.53132171030783,2865.6024040524744
test,19750,dummy_regressor,7.0,17.46867828969217,-10.468678289692171,10.468678289692171,109.59322513307221
test,10392,dummy_regressor,6.0,17.46867828969217,-11.468678289692171,11.468678289692171,131.53058171245655
test,20984,dummy_regressor,1.9,17.46867828969217,-15.568678289692171,15.568678289692171,242.38374368793234
test,6308,dummy_regressor,7.4,17.46867828969217,-10.068678289692171,10.068678289692171,101.37828250131847
test,14284,dummy_regressor,24.1,17.46867828969217,6.63132171030783,6.63132171030783,43.974427625599965
test,1288,dummy_regressor,93.6,17.46867828969217,76.13132171030782,76.13132171030782,5795.978145358386
test,1815,dummy_regressor,91.1,17.46867828969217,73.63132171030782,73.63132171030782,5421.571536806847
test,21134,dummy_regressor,38.0,17.46867828969217,20.53132171030783,20.53132171030783,421.53517117215756
test,7661,dummy_regressor,90.0,17.46867828969217,72.53132171030782,72.53132171030782,5260.792629044171
test,13580,dummy_regressor,8.7,17.46867828969217,-8.768678289692172,8.768678289692172,76.88971894811884
test,9981,dummy_regressor,36.1,17.46867828969217,18.63132171030783,18.63132171030783,347.1261486729879
test,1443,dummy_regressor,72.5,17.46867828969217,55.03132171030783,55.03132171030783,3028.4463691833976
test,16821,dummy_regressor,12.8,17.46867828969217,-4.668678289692171,4.668678289692171,21.79655697264301
test,1114,dummy_regressor,92.7,17.46867828969217,75.23132171030784,75.23132171030784,5659.7517662798355
test,16020,dummy_regressor,4.5,17.46867828969217,-12.968678289692171,12.968678289692171,168.18661658153306
test,15121,dummy_regressor,5.4,17.46867828969217,-12.068678289692171,12.068678289692171,145.65299566008716
test,9658,dummy_regressor,32.2,17.46867828969217,14.731321710307832,14.731321710307832,217.01183933258685
test,15936,dummy_regressor,9.02,17.46867828969217,-8.448678289692172,8.448678289692172,71.38016484271584
test,8382,dummy_regressor,119.0,17.46867828969217,101.53132171030782,101.53132171030782,10308.609288242025
test,12894,dummy_regressor,10.1,17.46867828969217,-7.368678289692172,7.368678289692172,54.29741973698075
test,6936,dummy_regressor,82.0,17.46867828969217,64.53132171030782,64.53132171030782,4164.291481679245
test,7417,dummy_regressor,13.7,17.46867828969217,-3.768678289692172,3.768678289692172,14.202936051197115
test,18867,dummy_regressor,5.45,17.46867828969217,-12.018678289692172,12.018678289692172,144.44862783111796
test,208,dummy_regressor,91.8,17.46867828969217,74.33132171030783,74.33132171030783,5525.145387201281
test,4525,dummy_regressor,93.5,17.46867828969217,76.03132171030782,76.03132171030782,5780.761881016326
test,20017,dummy_regressor,21.0,17.46867828969217,3.5313217103078287,3.5313217103078287,12.470233021691408
test,19337,dummy_regressor,71.85,17.46867828969217,54.38132171030782,54.38132171030782,2957.328150959997
test,9527,dummy_regressor,38.0,17.46867828969217,20.53132171030783,20.53132171030783,421.53517117215756
test,17419,dummy_regressor,23.0,17.46867828969217,5.531321710307829,5.531321710307829,30.595519862922725
test,9412,dummy_regressor,105.0,17.46867828969217,87.53132171030782,87.53132171030782,7661.732280353405
test,8231,dummy_regressor,23.81,17.46867828969217,6.341321710307827,6.341321710307827,40.21236103362139
test,8525,dummy_regressor,108.0,17.46867828969217,90.53132171030782,90.53132171030782,8195.920210615252
test,8999,dummy_regressor,64.3,17.46867828969217,46.831321710307826,46.831321710307826,2193.172693134349
test,10440,dummy_regressor,30.0,17.46867828969217,12.531321710307829,12.531321710307829,157.03402380723233
test,6148,dummy_regressor,83.6,17.46867828969217,66.13132171030782,66.13132171030782,4373.35171115223
test,13496,dummy_regressor,14.3,17.46867828969217,-3.1686782896921706,3.1686782896921706,10.040522103566499
test,18791,dummy_regressor,39.0,17.46867828969217,21.53132171030783,21.53132171030783,463.59781459277326
test,4949,dummy_regressor,29.0,17.46867828969217,11.531321710307829,11.531321710307829,132.97138038661666
test,10092,dummy_regressor,0.22,17.46867828969217,-17.248678289692172,17.248678289692172,297.5169027412981
test,13054,dummy_regressor,0.32,17.46867828969217,-17.14867828969217,17.14867828969217,294.0771670833596
test,7559,dummy_regressor,91.3,17.46867828969217,73.83132171030783,73.83132171030783,5451.064065490973
test,11679,dummy_regressor,3.34,17.46867828969217,-14.128678289692171,14.128678289692171,199.6195502136189
test,19423,dummy_regressor,26.5,17.46867828969217,9.031321710307829,9.031321710307829,81.56477183507752
test,11086,dummy_regressor,4.9,17.46867828969217,-12.568678289692171,12.568678289692171,157.9716739497793
test,3165,dummy_regressor,100.0,17.46867828969217,82.53132171030782,82.53132171030782,6811.419063250327
test,5453,dummy_regressor,74.0,17.46867828969217,56.53132171030783,56.53132171030783,3195.790334314321
test,18195,dummy_regressor,1.9,17.46867828969217,-15.568678289692171,15.568678289692171,242.38374368793234
test,7510,dummy_regressor,102.0,17.46867828969217,84.53132171030782,84.53132171030782,7145.544350091558
test,19768,dummy_regressor,14.2,17.46867828969217,-3.268678289692172,3.268678289692172,10.684257761504943
test,19579,dummy_regressor,107.7,17.46867828969217,90.23132171030784,90.23132171030784,8141.691417589071
test,4449,dummy_regressor,28.2,17.46867828969217,10.731321710307828,10.731321710307828,115.16126565012412
test,3316,dummy_regressor,6.05,17.46867828969217,-11.41867828969217,11.41867828969217,130.3862138834873
test,3455,dummy_regressor,39.6,17.46867828969217,22.13132171030783,22.13132171030783,489.7954006451427
test,17886,dummy_regressor,6.28,17.46867828969217,-11.18867828969217,11.18867828969217,125.1865218702289
test,6647,dummy_regressor,70.0,17.46867828969217,52.53132171030783,52.53132171030783,2759.539760631859
test,1097,dummy_regressor,78.5,17.46867828969217,61.03132171030783,61.03132171030783,3724.8222297070915
test,14264,dummy_regressor,10.5,17.46867828969217,-6.968678289692171,6.968678289692171,48.562477105227
test,13488,dummy_regressor,10.8,17.46867828969217,-6.668678289692171,6.668678289692171,44.47127013141169
test,13162,dummy_regressor,4.2,17.46867828969217,-13.268678289692172,13.268678289692172,176.0578235553484
test,5050,dummy_regressor,127.0,17.46867828969217,109.53132171030782,109.53132171030782,11997.11043560695
test,16484,dummy_regressor,6.0,17.46867828969217,-11.468678289692171,11.468678289692171,131.53058171245655
test,2714,dummy_regressor,88.0,17.46867828969217,70.53132171030782,70.53132171030782,4974.66734220294
test,15236,dummy_regressor,1.88,17.46867828969217,-15.588678289692172,15.588678289692172,243.00689081952007
test,15255,dummy_regressor,1.36,17.46867828969217,-16.108678289692172,16.108678289692172,259.4895162407999
test,17328,dummy_regressor,3.0,17.46867828969217,-14.468678289692171,14.468678289692171,209.34265145060957
test,12465,dummy_regressor,0.4,17.46867828969217,-17.068678289692173,17.068678289692173,291.3397785570089
test,19429,dummy_regressor,0.68,17.46867828969217,-16.78867828969217,16.78867828969217,281.85971871478125
test,7739,dummy_regressor,33.5,17.46867828969217,16.03132171030783,16.03132171030783,257.00327577938714
test,17218,dummy_regressor,2.64,17.46867828969217,-14.82867828969217,14.82867828969217,219.8896998191879
test,7115,dummy_regressor,75.0,17.46867828969217,57.53132171030783,57.53132171030783,3309.8529777349368
test,13483,dummy_regressor,3.0,17.46867828969217,-14.468678289692171,14.468678289692171,209.34265145060957
test,15388,dummy_regressor,6.92,17.46867828969217,-10.548678289692171,10.548678289692171,111.27461365942295
test,17984,dummy_regressor,43.8,17.46867828969217,26.331321710307826,26.331321710307826,693.3385030117282
test,5135,dummy_regressor,110.0,17.46867828969217,92.53132171030782,92.53132171030782,8562.045497456484
test,7613,dummy_regressor,90.0,17.46867828969217,72.53132171030782,72.53132171030782,5260.792629044171
test,16736,dummy_regressor,0.59,17.46867828969217,-16.87867828969217,16.87867828969217,284.88978080692584
test,2202,dummy_regressor,24.0,17.46867828969217,6.531321710307829,6.531321710307829,42.65816328353838
test,7221,dummy_regressor,111.7,17.46867828969217,94.23132171030784,94.23132171030784,8879.541991271533
test,17346,dummy_regressor,30.15,17.46867828969217,12.681321710307827,12.681321710307827,160.81592032032464
test,19983,dummy_regressor,2.86,17.46867828969217,-14.608678289692172,14.608678289692172,213.4134813717234
test,10549,dummy_regressor,0.14,17.46867828969217,-17.32867828969217,17.32867828969217,300.2830912676488
